ID,GENE_ID,Description
6533_at,6533,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
6534_at,6534,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7"
6535_at,6535,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8"
6536_at,6536,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
653639_at,653639,lysophospholipase II pseudogene 1
6538_at,6538,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11"
653808_at,653808,similar to zymogen granule protein 16
6539_at,6539,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
654_at,654,bone morphogenetic protein 6
6540_at,6540,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
6541_at,6541,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
6542_at,6542,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
6543_at,6543,"solute carrier family 8 (sodium-calcium exchanger), member 2"
6545_at,6545,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4"
6546_at,6546,"solute carrier family 8 (sodium/calcium exchanger), member 1"
654787_at,654787,region containing DPH1 and OVCA2
6548_at,6548,"solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)"
6549_at,6549,"solute carrier family 9 (sodium/hydrogen exchanger), member 2"
655_at,655,bone morphogenetic protein 7 (osteogenic protein 1)
6550_at,6550,"solute carrier family 9 (sodium/hydrogen exchanger), member 3"
6553_at,6553,"solute carrier family 9 (sodium/hydrogen exchanger), member 5"
6554_at,6554,"solute carrier family 10 (sodium/bile acid cotransporter family), member 1"
6555_at,6555,"solute carrier family 10 (sodium/bile acid cotransporter family), member 2"
6556_at,6556,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
6558_at,6558,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2"
6559_at,6559,"solute carrier family 12 (sodium/chloride transporters), member 3"
656_at,656,bone morphogenetic protein 8b (osteogenic protein 2)
6560_at,6560,"solute carrier family 12 (potassium/chloride transporters), member 4"
6561_at,6561,"solute carrier family 13 (sodium/sulfate symporters), member 1"
6563_at,6563,"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)"
6564_at,6564,"solute carrier family 15 (oligopeptide transporter), member 1"
6565_at,6565,"solute carrier family 15 (H+/peptide transporter), member 2"
6566_at,6566,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)"
6567_at,6567,"solute carrier family 16, member 2 (monocarboxylic acid transporter 8)"
6568_at,6568,"solute carrier family 17 (sodium phosphate), member 1"
6569_at,6569,"solute carrier family 34 (sodium phosphate), member 1"
657_at,657,"bone morphogenetic protein receptor, type IA"
6570_at,6570,"solute carrier family 18 (vesicular monoamine), member 1"
6572_at,6572,"solute carrier family 18 (vesicular acetylcholine), member 3"
6573_at,6573,"solute carrier family 19 (folate transporter), member 1"
6574_at,6574,"solute carrier family 20 (phosphate transporter), member 1"
6575_at,6575,"solute carrier family 20 (phosphate transporter), member 2"
6576_at,6576,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"
6578_at,6578,"solute carrier organic anion transporter family, member 2A1"
6579_at,6579,"solute carrier organic anion transporter family, member 1A2"
658_at,658,"bone morphogenetic protein receptor, type IB"
6580_at,6580,"solute carrier family 22 (organic cation transporter), member 1"
6581_at,6581,"solute carrier family 22 (extraneuronal monoamine transporter), member 3"
6582_at,6582,"solute carrier family 22 (organic cation transporter), member 2"
6583_at,6583,"solute carrier family 22 (organic cation transporter), member 4"
6584_at,6584,"solute carrier family 22 (organic cation transporter), member 5"
6585_at,6585,slit homolog 1 (Drosophila)
6586_at,6586,slit homolog 3 (Drosophila)
6588_at,6588,sarcolipin
659_at,659,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
6590_at,6590,secretory leukocyte peptidase inhibitor
6591_at,6591,snail homolog 2 (Drosophila)
6594_at,6594,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
6595_at,6595,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
6596_at,6596,helicase-like transcription factor
6597_at,6597,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
65979_at,65979,phosphatase and actin regulator 4
6598_at,6598,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
65980_at,65980,bromodomain containing 9
65981_at,65981,caprin family member 2
65982_at,65982,zinc finger and SCAN domain containing 18
65983_at,65983,GRAM domain containing 3
65985_at,65985,acetoacetyl-CoA synthetase
65987_at,65987,potassium channel tetramerisation domain containing 14
65988_at,65988,zinc finger protein 747
65989_at,65989,delta-like 2 homolog (Drosophila)
6599_at,6599,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
65990_at,65990,chromosome 16 open reading frame 24
65992_at,65992,chromosome 20 open reading frame 116
65993_at,65993,mitochondrial ribosomal protein S34
65996_at,65996,hypothetical protein MGC2752
65997_at,65997,"RAS-like, family 11, member B"
65998_at,65998,hypothetical protein MGC3032
65999_at,65999,leucine rich repeat containing 61
660_at,660,BMX non-receptor tyrosine kinase
66002_at,66002,"cytochrome P450, family 4, subfamily F, polypeptide 12"
66008_at,66008,"trafficking protein, kinesin binding 2"
6601_at,6601,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"
6602_at,6602,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
6603_at,6603,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
66035_at,66035,"solute carrier family 2 (facilitated glucose transporter), member 11"
66036_at,66036,myotubularin related protein 9
6604_at,6604,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
6605_at,6605,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
6608_at,6608,smoothened homolog (Drosophila)
6609_at,6609,"sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)"
661_at,661,"polymerase (RNA) III (DNA directed) polypeptide D, 44kDa"
6610_at,6610,"sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)"
6612_at,6612,SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
6614_at,6614,"sialic acid binding Ig-like lectin 1, sialoadhesin"
6615_at,6615,snail homolog 1 (Drosophila)
6616_at,6616,"synaptosomal-associated protein, 25kDa"
6617_at,6617,"small nuclear RNA activating complex, polypeptide 1, 43kDa"
6618_at,6618,"small nuclear RNA activating complex, polypeptide 2, 45kDa"
6619_at,6619,"small nuclear RNA activating complex, polypeptide 3, 50kDa"
662_at,662,BCL2/adenovirus E1B 19kDa interacting protein 1
6620_at,6620,"synuclein, beta"
6621_at,6621,"small nuclear RNA activating complex, polypeptide 4, 190kDa"
6622_at,6622,"synuclein, alpha (non A4 component of amyloid precursor)"
6623_at,6623,"synuclein, gamma (breast cancer-specific protein 1)"
6624_at,6624,"fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)"
6625_at,6625,small nuclear ribonucleoprotein 70kDa polypeptide (RNP antigen)
6626_at,6626,small nuclear ribonucleoprotein polypeptide A
6628_at,6628,small nuclear ribonucleoprotein polypeptides B and B1
6629_at,6629,small nuclear ribonucleoprotein polypeptide B''
663_at,663,BCL2/adenovirus E1B 19kDa interacting protein 2
6631_at,6631,small nuclear ribonucleoprotein polypeptide C
6632_at,6632,small nuclear ribonucleoprotein D1 polypeptide 16kDa
6633_at,6633,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa
6634_at,6634,small nuclear ribonucleoprotein D3 polypeptide 18kDa
6636_at,6636,small nuclear ribonucleoprotein polypeptide F
664_at,664,BCL2/adenovirus E1B 19kDa interacting protein 3
6640_at,6640,"syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)"
6641_at,6641,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)"
6642_at,6642,sorting nexin 1
6643_at,6643,sorting nexin 2
6645_at,6645,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)"
6646_at,6646,sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1
6647_at,6647,"superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))"
6648_at,6648,"superoxide dismutase 2, mitochondrial"
6649_at,6649,"superoxide dismutase 3, extracellular"
665_at,665,BCL2/adenovirus E1B 19kDa interacting protein 3-like
6650_at,6650,small optic lobes homolog (Drosophila)
6651_at,6651,SON DNA binding protein
6653_at,6653,"sortilin-related receptor, L(DLR class) A repeats-containing"
6654_at,6654,son of sevenless homolog 1 (Drosophila)
6655_at,6655,son of sevenless homolog 2 (Drosophila)
6656_at,6656,SRY (sex determining region Y)-box 1
6657_at,6657,SRY (sex determining region Y)-box 2
6658_at,6658,SRY (sex determining region Y)-box 3
6659_at,6659,SRY (sex determining region Y)-box 4
6660_at,6660,SRY (sex determining region Y)-box 5
6662_at,6662,"SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)"
6663_at,6663,SRY (sex determining region Y)-box 10
6664_at,6664,SRY (sex determining region Y)-box 11
6665_at,6665,SRY (sex determining region Y)-box 15
6666_at,6666,SRY (sex determining region Y)-box 12
6667_at,6667,Sp1 transcription factor
6668_at,6668,Sp2 transcription factor
667_at,667,dystonin
6670_at,6670,Sp3 transcription factor
6671_at,6671,Sp4 transcription factor
6672_at,6672,SP100 nuclear antigen
6674_at,6674,sperm associated antigen 1
6675_at,6675,UDP-N-acteylglucosamine pyrophosphorylase 1
6676_at,6676,sperm associated antigen 4
6677_at,6677,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)"
6678_at,6678,"secreted protein, acidic, cysteine-rich (osteonectin)"
668_at,668,forkhead box L2
6683_at,6683,spastin
6687_at,6687,spastic paraplegia 7 (pure and complicated autosomal recessive)
6688_at,6688,spleen focus forming virus (SFFV) proviral integration oncogene spi1
6689_at,6689,Spi-B transcription factor (Spi-1/PU.1 related)
669_at,669,"2,3-bisphosphoglycerate mutase"
6690_at,6690,"serine peptidase inhibitor, Kazal type 1"
6691_at,6691,"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)"
6692_at,6692,"serine peptidase inhibitor, Kunitz type 1"
6693_at,6693,"sialophorin (leukosialin, CD43)"
6694_at,6694,"secreted phosphoprotein 2, 24kDa"
6695_at,6695,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1"
6696_at,6696,"secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)"
6697_at,6697,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"
6698_at,6698,small proline-rich protein 1A
6699_at,6699,small proline-rich protein 1B (cornifin)
670_at,670,biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)
6707_at,6707,small proline-rich protein 3
6708_at,6708,"spectrin, alpha, erythrocytic 1 (elliptocytosis 2)"
6709_at,6709,"spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)"
671_at,671,bactericidal/permeability-increasing protein
6710_at,6710,"spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)"
6711_at,6711,"spectrin, beta, non-erythrocytic 1"
6712_at,6712,"spectrin, beta, non-erythrocytic 2"
6713_at,6713,squalene epoxidase
6714_at,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
6715_at,6715,"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"
6716_at,6716,"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)"
6717_at,6717,sorcin
6718_at,6718,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)"
672_at,672,"breast cancer 1, early onset"
6720_at,6720,sterol regulatory element binding transcription factor 1
6721_at,6721,sterol regulatory element binding transcription factor 2
6722_at,6722,serum response factor (c-fos serum response element-binding transcription factor)
6723_at,6723,spermidine synthase
6726_at,6726,signal recognition particle 9kDa
6727_at,6727,signal recognition particle 14kDa (homologous Alu RNA binding protein)
6728_at,6728,signal recognition particle 19kDa
6729_at,6729,signal recognition particle 54kDa
673_at,673,v-raf murine sarcoma viral oncogene homolog B1
6731_at,6731,signal recognition particle 72kDa
6732_at,6732,SFRS protein kinase 1
6733_at,6733,SFRS protein kinase 2
6734_at,6734,signal recognition particle receptor ('docking protein')
6736_at,6736,sex determining region Y
6737_at,6737,tripartite motif-containing 21
6738_at,6738,"TROVE domain family, member 2"
6741_at,6741,Sjogren syndrome antigen B (autoantigen La)
6742_at,6742,single-stranded DNA binding protein 1
6744_at,6744,sperm specific antigen 2
6745_at,6745,"signal sequence receptor, alpha (translocon-associated protein alpha)"
6746_at,6746,"signal sequence receptor, beta (translocon-associated protein beta)"
6747_at,6747,"signal sequence receptor, gamma (translocon-associated protein gamma)"
6748_at,6748,"signal sequence receptor, delta (translocon-associated protein delta)"
6749_at,6749,structure specific recognition protein 1
675_at,675,"breast cancer 2, early onset"
6750_at,6750,somatostatin
6751_at,6751,somatostatin receptor 1
6752_at,6752,somatostatin receptor 2
6753_at,6753,somatostatin receptor 3
6754_at,6754,somatostatin receptor 4
6755_at,6755,somatostatin receptor 5
6756_at,6756,"synovial sarcoma, X breakpoint 1"
6758_at,6758,"synovial sarcoma, X breakpoint 5"
676_at,676,"bromodomain, testis-specific"
6760_at,6760,"synovial sarcoma translocation, chromosome 18"
6764_at,6764,suppression of tumorigenicity 5
6767_at,6767,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
6768_at,6768,suppression of tumorigenicity 14 (colon carcinoma)
6769_at,6769,SH3 and cysteine rich domain
677_at,677,"zinc finger protein 36, C3H type-like 1"
6770_at,6770,steroidogenic acute regulatory protein
6772_at,6772,"signal transducer and activator of transcription 1, 91kDa"
6773_at,6773,"signal transducer and activator of transcription 2, 113kDa"
6774_at,6774,signal transducer and activator of transcription 3 (acute-phase response factor)
6775_at,6775,signal transducer and activator of transcription 4
6776_at,6776,signal transducer and activator of transcription 5A
6777_at,6777,signal transducer and activator of transcription 5B
6778_at,6778,"signal transducer and activator of transcription 6, interleukin-4 induced"
6779_at,6779,statherin
678_at,678,"zinc finger protein 36, C3H type-like 2"
6780_at,6780,"staufen, RNA binding protein, homolog 1 (Drosophila)"
6781_at,6781,stanniocalcin 1
6782_at,6782,"stress 70 protein chaperone, microsome-associated, 60kDa"
6783_at,6783,"sulfotransferase family 1E, estrogen-preferring, member 1"
6785_at,6785,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4"
6786_at,6786,stromal interaction molecule 1
6787_at,6787,NIMA (never in mitosis gene a)-related kinase 4
6788_at,6788,"serine/threonine kinase 3 (STE20 homolog, yeast)"
6789_at,6789,serine/threonine kinase 4
6790_at,6790,aurora kinase A
6792_at,6792,cyclin-dependent kinase-like 5
6793_at,6793,serine/threonine kinase 10
6794_at,6794,serine/threonine kinase 11
6795_at,6795,aurora kinase C
6799_at,6799,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2"
6801_at,6801,"striatin, calmodulin binding protein"
6804_at,6804,syntaxin 1A (brain)
6809_at,6809,syntaxin 3
6810_at,6810,syntaxin 4
6811_at,6811,syntaxin 5
6812_at,6812,syntaxin binding protein 1
6813_at,6813,syntaxin binding protein 2
6814_at,6814,syntaxin binding protein 3
6817_at,6817,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1"
6819_at,6819,"sulfotransferase family, cytosolic, 1C, member 2"
682_at,682,basigin (Ok blood group)
6820_at,6820,"sulfotransferase family, cytosolic, 2B, member 1"
6821_at,6821,sulfite oxidase
6822_at,6822,"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1"
6827_at,6827,suppressor of Ty 4 homolog 1 (S. cerevisiae)
6829_at,6829,suppressor of Ty 5 homolog (S. cerevisiae)
683_at,683,bone marrow stromal cell antigen 1
6830_at,6830,suppressor of Ty 6 homolog (S. cerevisiae)
6832_at,6832,"suppressor of var1, 3-like 1 (S. cerevisiae)"
6833_at,6833,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"
6834_at,6834,surfeit 1
6835_at,6835,surfeit 2
6837_at,6837,mediator complex subunit 22
6839_at,6839,suppressor of variegation 3-9 homolog 1 (Drosophila)
684_at,684,bone marrow stromal cell antigen 2
6840_at,6840,supervillin
6843_at,6843,vesicle-associated membrane protein 1 (synaptobrevin 1)
6844_at,6844,vesicle-associated membrane protein 2 (synaptobrevin 2)
6847_at,6847,synaptonemal complex protein 1
685_at,685,betacellulin
6850_at,6850,spleen tyrosine kinase
6853_at,6853,synapsin I
6854_at,6854,synapsin II
6855_at,6855,synaptophysin
6856_at,6856,synaptophysin-like 1
6857_at,6857,synaptotagmin I
686_at,686,biotinidase
6861_at,6861,synaptotagmin V
6862_at,6862,"T, brachyury homolog (mouse)"
6863_at,6863,"tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"
6865_at,6865,tachykinin receptor 2
6866_at,6866,"tachykinin 3 (neuromedin K, neurokinin beta)"
6867_at,6867,"transforming, acidic coiled-coil containing protein 1"
6868_at,6868,"ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)"
6869_at,6869,tachykinin receptor 1
687_at,687,Kruppel-like factor 9
6870_at,6870,tachykinin receptor 3
6871_at,6871,"transcriptional adaptor 2 (ADA2 homolog, yeast)-like"
6872_at,6872,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"
6873_at,6873,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa"
6874_at,6874,"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa"
6875_at,6875,"TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa"
6876_at,6876,transgelin
6877_at,6877,"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa"
6878_at,6878,"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa"
6879_at,6879,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa"
688_at,688,Kruppel-like factor 5 (intestinal)
6880_at,6880,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa"
6881_at,6881,"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa"
6882_at,6882,"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa"
6883_at,6883,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa"
6884_at,6884,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa"
6885_at,6885,mitogen-activated protein kinase kinase kinase 7
6886_at,6886,T-cell acute lymphocytic leukemia 1
6888_at,6888,transaldolase 1
689_at,689,basic transcription factor 3
6890_at,6890,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
6891_at,6891,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
6892_at,6892,TAP binding protein (tapasin)
6894_at,6894,TAR (HIV-1) RNA binding protein 1
6895_at,6895,TAR (HIV-1) RNA binding protein 2
6897_at,6897,threonyl-tRNA synthetase
6898_at,6898,tyrosine aminotransferase
6899_at,6899,T-box 1
6900_at,6900,contactin 2 (axonal)
6901_at,6901,"tafazzin (cardiomyopathy, dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome)"
6902_at,6902,tubulin folding cofactor A
6903_at,6903,tubulin folding cofactor C
6904_at,6904,tubulin folding cofactor D
6905_at,6905,tubulin folding cofactor E
6906_at,6906,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7"
6907_at,6907,transducin (beta)-like 1X-linked
6908_at,6908,TATA box binding protein
6909_at,6909,T-box 2
6910_at,6910,T-box 5
6911_at,6911,T-box 6
6915_at,6915,thromboxane A2 receptor
6916_at,6916,"thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)"
6919_at,6919,"transcription elongation factor A (SII), 2"
6921_at,6921,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)"
6923_at,6923,"transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)"
6924_at,6924,"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)"
6925_at,6925,transcription factor 4
6926_at,6926,T-box 3 (ulnar mammary syndrome)
6927_at,6927,HNF1 homeobox A
6928_at,6928,HNF1 homeobox B
6929_at,6929,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)
6932_at,6932,"transcription factor 7 (T-cell specific, HMG-box)"
6934_at,6934,"transcription factor 7-like 2 (T-cell specific, HMG-box)"
6935_at,6935,zinc finger E-box binding homeobox 1
6936_at,6936,chromosome 2 open reading frame 3
6938_at,6938,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"
6939_at,6939,transcription factor 15 (basic helix-loop-helix)
694_at,694,"B-cell translocation gene 1, anti-proliferative"
6940_at,6940,zinc finger protein 354A
6942_at,6942,transcription factor 20 (AR1)
6943_at,6943,transcription factor 21
6944_at,6944,vacuolar protein sorting 72 homolog (S. cerevisiae)
6945_at,6945,MAX-like protein X
6947_at,6947,"transcobalamin I (vitamin B12 binding protein, R binder family)"
6948_at,6948,transcobalamin II; macrocytic anemia
6949_at,6949,Treacher Collins-Franceschetti syndrome 1
695_at,695,Bruton agammaglobulinemia tyrosine kinase
6950_at,6950,t-complex 1
6953_at,6953,t-complex 10 (mouse)
6954_at,6954,t-complex 11 (mouse)
696_at,696,"butyrophilin, subfamily 1, member A1"
6979_at,6979,T cell receptor gamma variable 5P
6981_at,6981,T cell receptor gamma variable 7
6988_at,6988,T-cell leukemia translocation altered gene
699_at,699,BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)
6990_at,6990,"dynein, light chain, Tctex-type 3"
6992_at,6992,"protein phosphatase 1, regulatory (inhibitor) subunit 11"
6993_at,6993,"dynein, light chain, Tctex-type 1"
6999_at,6999,"tryptophan 2,3-dioxygenase"
70_at,70,"actin, alpha, cardiac muscle 1"
7001_at,7001,peroxiredoxin 2
7003_at,7003,TEA domain family member 1 (SV40 transcriptional enhancer factor)
7004_at,7004,TEA domain family member 4
7005_at,7005,TEA domain family member 3
7006_at,7006,tec protein tyrosine kinase
7007_at,7007,tectorin alpha
7008_at,7008,thyrotrophic embryonic factor
7009_at,7009,testis enhanced gene transcript (BAX inhibitor 1)
701_at,701,BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)
7010_at,7010,"TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)"
7011_at,7011,telomerase-associated protein 1
7013_at,7013,telomeric repeat binding factor (NIMA-interacting) 1
7014_at,7014,telomeric repeat binding factor 2
7015_at,7015,telomerase reverse transcriptase
7016_at,7016,testis-specific kinase 1
7018_at,7018,transferrin
7019_at,7019,"transcription factor A, mitochondrial"
7020_at,7020,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
7021_at,7021,transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
7022_at,7022,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
7023_at,7023,transcription factor AP-4 (activating enhancer binding protein 4)
7024_at,7024,transcription factor CP2
7025_at,7025,"nuclear receptor subfamily 2, group F, member 1"
7026_at,7026,"nuclear receptor subfamily 2, group F, member 2"
7027_at,7027,transcription factor Dp-1
7029_at,7029,transcription factor Dp-2 (E2F dimerization partner 2)
7030_at,7030,transcription factor binding to IGHM enhancer 3
7031_at,7031,trefoil factor 1
7032_at,7032,trefoil factor 2 (spasmolytic protein 1)
7033_at,7033,trefoil factor 3 (intestinal)
7035_at,7035,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
7036_at,7036,transferrin receptor 2
7037_at,7037,"transferrin receptor (p90, CD71)"
7038_at,7038,thyroglobulin
7039_at,7039,"transforming growth factor, alpha"
7040_at,7040,"transforming growth factor, beta 1"
7041_at,7041,transforming growth factor beta 1 induced transcript 1
7042_at,7042,"transforming growth factor, beta 2"
7043_at,7043,"transforming growth factor, beta 3"
7044_at,7044,left-right determination factor 2
7045_at,7045,"transforming growth factor, beta-induced, 68kDa"
7046_at,7046,"transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)"
7047_at,7047,transglutaminase 4 (prostate)
7048_at,7048,"transforming growth factor, beta receptor II (70/80kDa)"
7049_at,7049,"transforming growth factor, beta receptor III"
705_at,705,bystin-like
7050_at,7050,TGFB-induced factor homeobox 1
7051_at,7051,"transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)"
7052_at,7052,"transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)"
7053_at,7053,"transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)"
7054_at,7054,tyrosine hydroxylase
7056_at,7056,thrombomodulin
7057_at,7057,thrombospondin 1
7058_at,7058,thrombospondin 2
7059_at,7059,thrombospondin 3
706_at,706,translocator protein (18kDa)
7060_at,7060,thrombospondin 4
7064_at,7064,thimet oligopeptidase 1
7066_at,7066,"thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)"
7067_at,7067,"thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)"
7068_at,7068,"thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)"
7070_at,7070,Thy-1 cell surface antigen
7071_at,7071,Kruppel-like factor 10
7072_at,7072,TIA1 cytotoxic granule-associated RNA binding protein
7073_at,7073,TIA1 cytotoxic granule-associated RNA binding protein-like 1
7074_at,7074,T-cell lymphoma invasion and metastasis 1
7075_at,7075,tyrosine kinase with immunoglobulin-like and EGF-like domains 1
7076_at,7076,TIMP metallopeptidase inhibitor 1
7077_at,7077,TIMP metallopeptidase inhibitor 2
7078_at,7078,"TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)"
7079_at,7079,TIMP metallopeptidase inhibitor 4
708_at,708,"complement component 1, q subcomponent binding protein"
7080_at,7080,NK2 homeobox 1
7082_at,7082,tight junction protein 1 (zona occludens 1)
7083_at,7083,"thymidine kinase 1, soluble"
7084_at,7084,"thymidine kinase 2, mitochondrial"
7086_at,7086,transketolase (Wernicke-Korsakoff syndrome)
7087_at,7087,"intercellular adhesion molecule 5, telencephalin"
7088_at,7088,"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)"
7089_at,7089,"transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)"
7090_at,7090,"transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)"
7091_at,7091,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)"
7093_at,7093,tolloid-like 2
7094_at,7094,talin 1
7095_at,7095,translocation protein 1
7096_at,7096,toll-like receptor 1
7097_at,7097,toll-like receptor 2
7098_at,7098,toll-like receptor 3
7099_at,7099,toll-like receptor 4
71_at,71,"actin, gamma 1"
710_at,710,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)"
7100_at,7100,toll-like receptor 5
7101_at,7101,"nuclear receptor subfamily 2, group E, member 1"
7102_at,7102,tetraspanin 7
7103_at,7103,tetraspanin 8
7104_at,7104,transmembrane 4 L six family member 4
7105_at,7105,tetraspanin 6
7106_at,7106,tetraspanin 4
7107_at,7107,G protein-coupled receptor 137B
7108_at,7108,transmembrane 7 superfamily member 2
